PSDB | CANDIDATO | CARLOS ALBERTO RICHA | 20572328000190,0.11172595520421607640
PT | CANDIDATO | ANTONIO TADEU VENERI | 20609557000131,0.03425559947299078312
PDT | CANDIDATO | ANDRE VINICIUS BUENO | 20576023000156,0.02160737812911726202
PSC | CANDIDATO | LEONALDO PARANHOS DA SILVA | 20572143000185,0.02037768994290733646
PC do B | CANDIDATO | NILTON APARECIDO BOBATO | 20579854000181,0.02020202020202020374
PT | CANDIDATO | HUMBERTO JOSÉ HENRIQUE | 20576677000180,0.01774264382960035261
PMDB | CANDIDATO | ROBERTO REQUIAO DE MELLO E SILVA | 20569641000179,0.01721563460693895445
PT | CANDIDATO | MARLEI FERNANDES DE CARVALHO | 20573224000108,0.01475625823451910505
PT | CANDIDATO | GLEISI HELENA HOFFMANN | 20559538000148,0.01431708388230127499
PMDB | CANDIDATO | SERGIO DE SOUZA | 20573058000131,0.01361440491875274585
PT | CANDIDATO | JOSETE DUBIASKI DA SILVA | 20576738000109,0.01335090030742204677
DEM | CANDIDATO | SABINO PICOLO | 20570862000167,0.01229688186209925392
PV | CANDIDATO | HOMERO FIGUEIREDO LIMA E MARCHESE | 20569371000104,0.01229688186209925392
PMDB | CANDIDATO | ALEXANDRE MARANHÃO KHURY | 20569229000159,0.01185770750988142386
PSB | CANDIDATO | LUCIANO DUCCI | 20570697000143,0.01150636802810716015
PMDB | CANDIDATO | LUIZ CLAUDIO ROMANELLI | 20571112000100,0.01071585419411506465
PSOL | COMITE | 20545408000156,0.01054018445322793193
PSC | CANDIDATO | CLAUDIA VANESSA DE SOUZA FONTOURA PEREIRA | 20564036000105,0.01001317523056653551
PSC | CANDIDATO | MARCIO FERNANDO NUNES | 20567306000131,0.00939833113746157273
PT | CANDIDATO | ULISSES KANIAK | 20573082000170,0.00931049626701800637
PMDB | CANDIDATO | JOÃO JOSÉ DE ARRUDA JUNIOR | 20569102000130,0.00922266139657444001
PR | CANDIDATO | LUIZ HILOSHI NISHIMORI | 20564769000140,0.00878348704435660994
